Address,Asking Price,Beds,Baths,Property Type,Energy Rating,Eircode,Local Property Tax,Agency Name,Agency Contact,Price Changes,URL,MyHome_Address,MyHome_Asking_Price,MyHome_Beds,MyHome_Baths,MyHome_Floor_Area_Value,MyHome_BER_Rating,MyHome_BER_Number,MyHome_Energy_Performance_Indicator,MyHome_Latitude,MyHome_Longitude,MyHome_Monthly_Price,MyHome_Floor_Area_Unit,MyHome_Publish_Date,MyHome_Sale_Type,MyHome_Category,MyHome_Featured_Level,MyHome_Link
"3 Lambourne Park, Beaverstown Road, Donabate, Co. Dublin, K36TV25","€390,000",2 Bed,3 Bath,End of Terrace,E1,K36 TV25,€405,PropertyTeam Nolan & Fahy Auctioneers,Sean Nolan MIPAV MCEI,"Sold, €405,000, Fri Aug 30 2024; Sale Agreed, €390,000, Tue Jun 25 2024; Created, €390,000, Tue Jun 11 2024",https://mynest.ie/listing/135327/Dublin/3-lambourne-park-beaverstown-road-donabate-co-dublin-k36tv25,"3 Lambourne Park, Donabate, County Dublin",Sale Agreed,2 beds,3 baths,100,,,,53.4929801,-6.1465885,0,m²,,,,,https://www.myhome.ie/residential/brochure/3-lambourne-park-donabate-county-dublin/4803939
"22 Bramley Hall, Hamilton Park, Diswellstown, D15T2HR","€425,000",2 Bed,2 Bath,Apartment,A2,D15 T2HR,€405,Sherry FitzGerald Castleknock,Julian Cotter,"Sold, €460,000, Fri Aug 30 2024; Sale Agreed, €425,000, Tue May 21 2024; Relisted, €425,000, Tue Mar 19 2024; Unlisted, €425,000, Sat Mar 16 2024; Relisted, €425,000, Fri Jan 26 2024; Sale Agreed, €425,000, Mon Oct 30 2023; Created, €425,000, Thu Sep 07 2023",,"22 Bramley Hall, Hamilton Park, Diswellstown, Castleknock",Sold,2 beds,2 baths,103,,,,53.3690373,-6.3826511,0,m²,,,,,https://www.myhome.ie/residential/brochure/22-bramley-hall-hamilton-park-diswellstown-castleknock/4734084
"21 Park Terrace House South, Clongriffin, Dublin 13, D13DXK6","€530,000",4 Bed,3 Bath,Terrace,A2,D13 DXK6,€585,Auctioneera.ie,Auctioneera Dublin Office*,"Sold, €579,000, Fri Aug 30 2024; Sale Agreed, €530,000, Fri Jun 28 2024; Created, €530,000, Thu May 30 2024",https://mynest.ie/listing/133343/Dublin/21-park-terrace-house-south-clongriffin-dublin-13-d13dxk6,"21 Park Terrace House South, Clongriffin, Dublin",Sold,4 beds,3 baths,141,,,,53.4044687,-6.1551801,0,m²,,,,,https://www.myhome.ie/residential/brochure/21-park-terrace-house-south-clongriffin-dublin/4800873
"2 Westbourne Lodge, Knocklyon, Dublin 16, D16C2Y7","€725,000",4 Bed,3 Bath,Detached,D1,D16 C2Y7,€765,Sherry FitzGerald Templeogue,Carole Ross,"Sold, €725,000, Fri Aug 30 2024; Sale Agreed, €725,000, Mon May 13 2024; Created, €725,000, Tue Mar 26 2024",https://mynest.ie/listing/122127/Dublin/2-westbourne-lodge-knocklyon-dublin-16-d16c2y7,"2 Westbourne Lodge, Knocklyon, Dublin 16",Sold,4 beds,3 baths,135,,,,53.2886587,-6.3158306,0,m²,,,,,https://www.myhome.ie/residential/brochure/2-westbourne-lodge-knocklyon-dublin-16/4781995
"2 Sarto Road, Dublin 13, Dublin 5, D13F5T7","€695,000",4 Bed,2 Bath,Detached,G,D13 F5T7,€675,Gallagher Quigley,Rory Gallagher,"Sold, €700,000, Fri Aug 30 2024; Sale Agreed, €695,000, Fri Jun 28 2024; Created, €695,000, Thu May 02 2024",https://mynest.ie/listing/128346/Dublin/2-sarto-road-dublin-13-dublin-5-d13f5t7,"2 Sarto Road, Sutton, Dublin 13",Sold,4 beds,2 baths,121.7,,,,53.386158,-6.1445503,0,m²,,,,,https://www.myhome.ie/residential/brochure/2-sarto-road-sutton-dublin-13/4791019
"10 Ballytore Road, Rathfarnham, Dublin 14, D14H983","€875,000",5 Bed,2 Bath,Semi-D,D2,D14 H983,€855,DNG Rathfarnham,Daire Argue,"Sold, €1,070,000, Fri Aug 30 2024; Sale Agreed, €875,000, Mon May 27 2024; Created, €875,000, Thu Apr 11 2024",https://mynest.ie/listing/124600/Dublin/10-ballytore-road-rathfarnham-dublin-14-d14h983,"10 Ballytore Road, Rathfarnham, Dublin 14",Sold,5 beds,2 baths,188,,,,53.30255039999999,-6.279552499999999,0,m²,,,,,https://www.myhome.ie/residential/brochure/10-ballytore-road-rathfarnham-dublin-14/4784877
"Apartment 218, Bachelors Walk Apartments, Dublin 1, D01NP98","€285,000",1 Bed,1 Bath,Apartment,D1,D01 NP98,€315,EARNEST,Ken Lundy,"Sold, €280,000, Thu Aug 29 2024; Sale Agreed, €285,000, Wed Sep 18 2024; Created, €285,000, Wed Apr 24 2024",https://mynest.ie/listing/126858/Dublin/apartment-218-bachelors-walk-apartments-dublin-1-d01np98,"Apartment 177, Bachelors Walk Apartments, North City Centre, Dublin 1",Sold,,,40.75,,,,53.347089,-6.2624144,0,m²,,,,,https://www.myhome.ie/residential/brochure/apartment-177-bachelors-walk-apartments-north-city-centre-dublin-1/4776233
"75 Harcourt Green, Charlemont Street, Dublin 2, D02TX04","€545,000",2 Bed,2 Bath,Apartment,C1,D02 TX04,€585,Hooke & MacDonald,Sales Office,"Sold, €540,000, Thu Aug 29 2024; Sale Agreed, €545,000, Wed Jun 05 2024; Created, €545,000, Thu May 23 2024",https://mynest.ie/listing/132015/Dublin/75-harcourt-green-charlemont-street-dublin-2-d02tx04,,,,,,,,,53.3315677,-6.2618091,,,,,,,https://www.myhome.ie/priceregister/75-harcourt-green-charlemont-st-dublin-2-dublin-1472538
"25 White Pines Meadow, Stocking Avenue, Dublin 16, D16W2X5","€585,000",3 Bed,2 Bath,Terrace,A2,D16 W2X5,€585,Janet Carroll Estate Agent,Janet Carroll MIPAV MMCEPI TRV,"Sold, €600,000, Thu Aug 29 2024; Sale Agreed, €585,000, Wed May 01 2024; Price Rise, €585,000, Fri Apr 19 2024; Created, €535,000, Mon Apr 08 2024",https://mynest.ie/listing/123971/Dublin/25-white-pines-meadow-stocking-avenue-dublin-16-d16w2x5,,,,,,,,,53.2738177,-6.3163883,,,,,,,https://www.myhome.ie/priceregister/25-white-pines-meadow-stocking-avenue-rathfarnham-dublin-14-1064348
"24 Hunters Green, Hunters Wood, Ballycullen, Dublin 24, D24V3H4","€465,000",4 Bed,3 Bath,End of Terrace,C3,D24 V3H4,€495,Mark Kelly & Associates,Mark Kelly,"Sold, €491,000, Thu Aug 29 2024; Sale Agreed, €465,000, Mon Jun 10 2024; Created, €465,000, Fri May 03 2024",https://mynest.ie/listing/128640/Dublin/24-hunters-green-hunters-wood-ballycullen-dublin-24-d24v3h4,"24 Hunters Grove, Hunterswood, Ballycullen, Dublin 24",,,,,,,,53.27067330000001,-6.3330806,,,,,,,https://www.myhome.ie/residential/brochure/24-hunters-grove-hunterswood-ballycullen-dublin-24/4675178
"10 Dunard Avenue, Navan Road, Dublin 7, D07R8YA","€385,000",3 Bed,1 Bath,Semi-D,C2,D07 R8YA,€405,RE/MAX Properties,Karl McCaughey MIPAV,"Sold, €476,000, Thu Aug 29 2024; Sale Agreed, €385,000, Wed Apr 24 2024; Created, €385,000, Fri Mar 15 2024",https://mynest.ie/listing/120788/Dublin/10-dunard-avenue-navan-road-dublin-7-d07r8ya,"10 Dunard Ave, Blackhorse Avenue, Dublin 7, County Dublin",Sale Agreed,3 beds,,100.34,,,,53.3591412,-6.3035431,0,m²,,,,,https://www.myhome.ie/residential/brochure/10-dunard-ave-blackhorse-avenue-dublin-7-county-dublin/4642764
"15 Anglesea House, Ballsbridge Court, Ballsbridge, Dublin 4, D04E006","€395,000",2 Bed,1 Bath,Apartment,D1,D04 E006,€405,Ventura Properties,Barry Feenan,"Sold, €425,000, Wed Aug 28 2024; Sale Agreed, €395,000, Fri Jul 12 2024; Created, €395,000, Wed Jun 12 2024",https://mynest.ie/listing/135575/Dublin/15-anglesea-house-ballsbridge-court-ballsbridge-dublin-4-d04e006,,,,,,,,,53.3314519,-6.2263655,,,,,,,https://www.myhome.ie/residential/brochure/15-anglesea-house-ballsbridge-court-ballsbridge-dublin-4/4805416
"Apt 38 Fitzwilliam Quay, Ringsend, Dublin 4, D04VW13","€395,000",2 Bed,1 Bath,Apartment,D2,D04 VW13,€405,Felicity Fox Auctioneers,Emer Costello,"Sold, €485,000, Wed Aug 28 2024; Sale Agreed, €395,000, Fri May 10 2024; Created, €395,000, Tue Apr 16 2024",https://mynest.ie/listing/125339/Dublin/apt-38-fitzwilliam-quay-ringsend-dublin-4-d04vw13,,,,,,,,,53.3401949,-6.2276339,,,,,,,https://www.myhome.ie/priceregister/38-fitzwilliam-quay-ringsend-dublin-4-1490781
"20 Swift Hall, The Coombe, D08PYP2","€375,000",2 Bed,1 Bath,Apartment,C1,D08 PYP2,€405,Sherry FitzGerald Rathmines,Paige Lowe,"Sold, €400,000, Wed Aug 28 2024; Sale Agreed, €375,000, Thu Jun 13 2024; Created, €375,000, Thu May 02 2024",https://mynest.ie/listing/128338/Dublin/20-swift-hall-the-coombe-d08pyp2,,,,,,,,,53.339551,-6.2750011,,,,,,,https://www.myhome.ie/residential/brochure/20-swift-hall-the-coombe/4792059
"14 Willow Bank, Dundrum, Dublin 16, D16W303","€395,000",2 Bed,1 Bath,Terrace,F,D16 W303,€405,Sherry FitzGerald Dundrum,Bronwen Barry,"Sold, €430,000, Wed Aug 28 2024; Unlisted, €395,000, Thu Feb 15 2024; Relisted, €395,000, Wed Nov 22 2023; Sale Agreed, €395,000, Fri Nov 03 2023; Created, €395,000, Thu Sep 28 2023",,"14 Willow Bank, Dundrum, Dublin 16",Sold,2 beds,,68,,,,53.28555480000001,-6.2373007,0,m²,,,,,https://www.myhome.ie/residential/brochure/14-willow-bank-dundrum-dublin-16/4741921
"10 New Street North, Smithfield, Dublin 7","€325,000",1 Bed,2 Bath,Bungalow,D1,D07 Y8C4,€315,DNG Phibsboro,Vincent Mullen,"Sold, €325,000, Wed Aug 28 2024; Sale Agreed, €325,000, Sat Mar 16 2024; Relisted, €325,000, Mon Sep 18 2023; Sale Agreed, €325,000, Tue May 30 2023; Created, €325,000, Wed Apr 19 2023",https://mynest.ie/listing/69382/Dublin/10-new-street-north-smithfield-dublin-7,"10 New Street North, Smithfield, Dublin 7",Sold,,,55,,,,53.3494556,-6.274006,0,m²,,,,,https://www.myhome.ie/residential/brochure/10-new-street-north-smithfield-dublin-7/4696858
"54 Beaumont Court, Beaumont Woods, Beaumont, Dublin 9, D09V389","€295,000",2 Bed,2 Bath,Apartment,C2,D09 V389,€315,Sherry FitzGerald Killester,Sean Tobin,"Sold, €308,500, Tue Aug 27 2024; Sale Agreed, €295,000, Tue Jun 04 2024; Relisted, €295,000, Thu May 09 2024; Sale Agreed, €295,000, Tue Mar 26 2024; Created, €295,000, Tue Mar 05 2024",https://mynest.ie/listing/118989/Dublin/54-beaumont-court-beaumont-woods-beaumont-dublin-9-d09v389,"54 Beaumont Court, Beaumont Woods, Beaumont, Dublin 9",Sold,2 beds,2 baths,90,,,,53.3921024,-6.2279577,0,m²,,,,,https://www.myhome.ie/residential/brochure/54-beaumont-court-beaumont-woods-beaumont-dublin-9/4776474
"10 Wilson's Terrace, Dublin 8, D08V3H6","€265,000",2 Bed,1 Bath,Terrace,F,D08 V3H6,€315,Allen & Jacobs,Andrew Allen MIPAV MMCEPI,"Sold, €312,000, Tue Aug 27 2024; Sale Agreed, €265,000, Wed Jan 31 2024; Created, €265,000, Tue Nov 28 2023",https://mynest.ie/listing/106810/Dublin/10-wilsons-terrace-dublin-8-d08v3h6,"10 Wilson's Terrace, South City Centre - D8, Dublin 8",Sold,2 beds,,60,,,,53.3418431,-6.279928900000001,0,m²,,,,,https://www.myhome.ie/residential/brochure/10-wilson-s-terrace-south-city-centre-d8-dublin-8/4761960
"4 Rockford Park, Blackrock, Co. Dublin, A94A7P4","€550,000",3 Bed,1 Bath,End of Terrace,C3,A94 A7P4,€585,Owen Reilly,Owen Reilly Sales,"Sold, €587,000, Mon Aug 26 2024; Sale Agreed, €550,000, Tue Jun 04 2024; Created, €550,000, Wed May 08 2024",https://mynest.ie/listing/129175/Dublin/4-rockford-park-blackrock-co-dublin-a94a7p4,"4 Rowan Park, Blackrock, Co. Dublin",Sale Agreed,4 beds,2 baths,,,,,53.288387,-6.167449599999999,,,,,,,https://www.myhome.ie/residential/brochure/4-rowan-park-blackrock-co-dublin/4803403
"Block 1, 129 Watermill Apartments, Raheny, Dublin 5, D05RV87","€450,000",2 Bed,2 Bath,Apartment,B3,D05 RV87,€495,Sherry FitzGerald Sutton,Cian Kelly,"Sold, €500,000, Mon Aug 26 2024; Sale Agreed, €450,000, Tue Jun 11 2024; Created, €450,000, Thu May 23 2024",https://mynest.ie/listing/132055/Dublin/block-1-129-watermill-apartments-raheny-dublin-5-d05rv87,"Block 1, 129 Watermill Apartments, Raheny, Dublin 5",Sold,2 beds,2 baths,80,,,,53.3840559,-6.1920739,0,m²,,,,,https://www.myhome.ie/residential/brochure/block-1-129-watermill-apartments-raheny-dublin-5/4799407
"9 Dawson Place, Arbour Hill, Dublin 7, D07AH99","€585,000",2 Bed,2 Bath,Terrace,A3,D07 AH99,€585,The Property Shop,Sales,"Sold, €685,000, Fri Aug 23 2024; Sale Agreed, €585,000, Fri Apr 19 2024; Created, €585,000, Thu Mar 28 2024",https://mynest.ie/listing/122624/Dublin/9-dawson-place-arbour-hill-dublin-7-d07ah99,"9 Dawson Place, Arbour Hill, Dublin 7",,,,,,,,53.3490788,-6.2909852,,,,,,,https://www.myhome.ie/residential/brochure/9-dawson-place-arbour-hill-dublin-7/4780432
"7 Cruagh Rise, Cruagh Manor, Stepaside, Dublin 18, D18A068","€435,000",2 Bed,3 Bath,Terrace,C2,D18 A068,€405,HWP Residential and Commercial Property,Ray Kelly - Residential Director,"Sold, €475,000, Fri Aug 23 2024; Unlisted, €435,000, Thu Aug 22 2024; Created, €435,000, Thu May 23 2024",https://mynest.ie/listing/131997/Dublin/7-cruagh-rise-cruagh-manor-stepaside-dublin-18-d18a068,"7 Cruagh Rise, Stepaside, Dublin 18",Sold,2 beds,3 baths,78,,,,53.2511676,-6.2047456,0,m²,,,,,https://www.myhome.ie/residential/brochure/7-cruagh-rise-stepaside-dublin-18/4799701
"67 Pine Valley Avenue, Rathfarnham, Dublin 16, D16Y079","€1,100,000",6 Bed,3 Bath,Detached,C3,D16 Y079,"€1,190",DNG Rathfarnham,Cathal Mc Carthy,"Sold, €1,100,000, Fri Aug 23 2024; Sale Agreed, €1,100,000, Thu May 30 2024; Relisted, €1,100,000, Fri Apr 05 2024; Sale Agreed, €1,100,000, Sat Mar 16 2024; Relisted, €1,100,000, Fri Dec 22 2023; Sale Agreed, €1,100,000, Mon Nov 06 2023; Created, €1,100,000, Sat Jul 08 2023",,"67 Pine Valley Avenue, Rathfarnham, Dublin 16",Sold,6 beds,3 baths,209,,,,53.271694,-6.2563045,0,m²,,,,,https://www.myhome.ie/residential/brochure/67-pine-valley-avenue-rathfarnham-dublin-16/4715457
"66 Abbeyfield, Milltown, Milltown, Dublin 6, D06X7K3","€425,000",2 Bed,1 Bath,Apartment,C2,D06 X7K3,€405,Mullery O'Gara Estate Agents,Pat Mullery,"Sold, €471,000, Fri Aug 23 2024; Sale Agreed, €425,000, Wed Apr 17 2024; Relisted, €425,000, Tue Feb 27 2024; Unlisted, €425,000, Mon Feb 12 2024; Created, €425,000, Tue Nov 14 2023",https://mynest.ie/listing/105028/Dublin/66-abbeyfield-milltown-milltown-dublin-6-d06x7k3,"66 Abbeyfield, Milltown, Dublin 6",Sale Agreed,,,,,,,53.3157101,-6.247933199999999,,,,,,,https://www.myhome.ie/residential/brochure/66-abbeyfield-milltown-dublin-6/4758871
"Ard Nua Newtownpark Avenue Blackrock, Blackrock, Co. Dublin","€860,000",--,--,Semi-D,C2,A94 Y6W6,€855,Lisney Sotheby's International Realty (Blackrock),John O'Sullivan,"Sold, €871,000, Fri Aug 23 2024; Sale Agreed, €860,000, Wed Feb 07 2024; Created, €860,000, Fri Oct 13 2023",https://mynest.ie/listing/100630/Dublin/ard-nua-newtownpark-avenue-blackrock-blackrock-co-dublin,"Ard Nua, Newtownpark Avenue, Blackrock, Co. Dublin",Sold,5 beds,2 baths,125,,,,53.2863976,-6.1766644,0,m²,,,,,https://www.myhome.ie/residential/brochure/ard-nua-newtownpark-avenue-blackrock-co-dublin/4825795
"Ard Nua Newtownpark Avenue Blackrock, Blackrock, Co. Dublin, A94Y6W6","€850,000",5 Bed,2 Bath,Semi-D,C2,A94 Y6W6,€855,Lisney Sotheby's International Realty (Blackrock),Ian Chandler,"Sold, €871,000, Fri Aug 23 2024; Sale Agreed, €850,000, Thu Jul 18 2024; Created, €850,000, Wed May 01 2024",https://mynest.ie/listing/128146/Dublin/ard-nua-newtownpark-avenue-blackrock-blackrock-co-dublin-a94y6w6,"Ard Nua, Newtownpark Avenue, Blackrock, Co. Dublin",Sold,5 beds,2 baths,125,,,,53.300791,-6.1770668,0,m²,,,,,https://www.myhome.ie/residential/brochure/ard-nua-newtownpark-avenue-blackrock-co-dublin/4825795
"35 Coultry Avenue, Santry Avenue, Ballymun, Dublin 9, D09F252","€325,000",3 Bed,1 Bath,Terrace,D2,D09 F252,€315,Smith & Butler Estates,Jamie Taylor,"Sold, €345,000, Fri Aug 23 2024; Sale Agreed, €325,000, Fri Jul 19 2024; Created, €325,000, Wed Apr 17 2024",https://mynest.ie/listing/125608/Dublin/35-coultry-avenue-santry-avenue-ballymun-dublin-9-d09f252,"12 Coultry Avenue, Santry Avenue, Dublin 9",Sold,3 beds,,80,,,,53.397299,-6.2538043,0,m²,,,,,https://www.myhome.ie/residential/brochure/12-coultry-avenue-santry-avenue-dublin-9/4681482
"4A Old Street, Malahide, Co. Dublin","€895,000",4 Bed,4 Bath,Apartment,D1,K36 TH22,€945,"Brophy Estates, Auctioneers and Estate Agents",John Brophy Assoc. SCSI RICS,"Sold, €940,000, Thu Aug 22 2024; Sale Agreed, €895,000, Fri Jan 12 2024; Created, €895,000, Wed Oct 18 2023",https://mynest.ie/listing/101341/Dublin/4a-old-street-malahide-co-dublin,,,,,,,,,,,,,,,,,
"Apartment 28, Howth Lodge, Howth, Dublin 13, D13VE20","€595,000",2 Bed,2 Bath,Apartment,C1,D13 VE20,€585,Gallagher Quigley,Conor Gallagher,"Sold, €565,000, Thu Aug 22 2024; Unlisted, €595,000, Wed Aug 28 2024; Relisted, €595,000, Sun Aug 18 2024; Sale Agreed, €595,000, Wed Jul 17 2024; Price Drop, €595,000, Fri Jun 14 2024; Relisted, €650,000, Tue Apr 02 2024; Unlisted, €650,000, Fri Mar 22 2024; Created, €650,000, Mon Sep 18 2023",,"Apartment 28 Howth Lodge, Howth, County Dublin",Sold,2 beds,2 baths,114,,,,53.3944487,-6.149467899999999,0,m²,,,,,https://www.myhome.ie/residential/brochure/apartment-28-howth-lodge-howth-county-dublin/4737136
"11 Stonecroft, Shanganagh Road, Killiney, Co. Dublin, A96EH56","€485,000",3 Bed,3 Bath,Duplex,B3,A96 EH56,€495,DNG Dun Laoghaire,David Dobbs,"Sold, €450,000, Thu Aug 22 2024; Sale Agreed, €485,000, Wed May 29 2024; Relisted, €485,000, Fri May 03 2024; Sale Agreed, €485,000, Fri Apr 26 2024; Created, €485,000, Fri Mar 22 2024",https://mynest.ie/listing/121710/Dublin/11-stonecroft-shanganagh-road-killiney-co-dublin-a96eh56,"11 Stonecroft, Shanganagh Road, Killiney, Co. Dublin",Sold,3 beds,3 baths,94,,,,53.24648209999999,-6.1212607,0,m²,,,,,https://www.myhome.ie/residential/brochure/11-stonecroft-shanganagh-road-killiney-co-dublin/4780757
"59 Collins Park, D09 K5P5, Beaumont, Dublin 9, D09K5P5","€420,000",3 Bed,1 Bath,End of Terrace,E2,D09 K5P5,€405,Quillsen Fairview,Paul Menton,"Sold, €475,000, Wed Aug 21 2024; Unlisted, €420,000, Fri Jan 12 2024; Created, €420,000, Wed Dec 20 2023",https://mynest.ie/listing/108816/Dublin/59-collins-park-d09-k5p5-beaumont-dublin-9-d09k5p5,"59 Collins Avenue West, Donnycarney, Dublin 9",Sold,3 beds,2 baths,106,,,,53.377622,-6.2230178,0,m²,,,,,https://www.myhome.ie/residential/brochure/59-collins-avenue-west-donnycarney-dublin-9/4442499
"24 Saint Peter's Road, Walkinstown, Walkinstown, Dublin 12, D12A0X7","€445,000",3 Bed,1 Bath,End of Terrace,SI_666,D12 A0X7,€495,Murphy Mullan (Rathgar),Adrian Murphy,"Sold, €543,000, Wed Aug 21 2024; Sale Agreed, €445,000, Mon Jul 08 2024; Created, €445,000, Thu May 09 2024",https://mynest.ie/listing/129401/Dublin/24-saint-peters-road-walkinstown-walkinstown-dublin-12-d12a0x7,"24 St. Peters Road, Walkinstown, Dublin 12","€445,000",3 beds,,85,,,,53.315571,-6.3319876,0,m²,,,,,https://www.myhome.ie/residential/brochure/24-st-peters-road-walkinstown-dublin-12/4795414
"10 Moylaragh Crescent, Balbriggan, Co. Dublin, K32RW92","€225,000",3 Bed,3 Bath,Semi-D,C1,K32 RW92,€225,Conerney Estate Agents,Conerney Sales Department,"Sold, €270,000, Wed Aug 21 2024; Sale Agreed, €225,000, Fri Jun 14 2024; Created, €225,000, Mon May 20 2024",https://mynest.ie/listing/131270/Dublin/10-moylaragh-crescent-balbriggan-co-dublin-k32rw92,"10 Moylaragh Crescent, Balbriggan, Dublin",Sale Agreed,3 beds,3 baths,,,,,53.611476,-6.1981276,0,,,,,,https://www.myhome.ie/residential/brochure/10-moylaragh-crescent-balbriggan-dublin/4798340
"4 Windermere, Gilford Road, Sandymount, Dublin 4, D04YD50","€320,000",1 Bed,1 Bath,Apartment,D1,D04 YD50,€315,Sherry FitzGerald Sandymount,Darryl McLoughlin,"Sold, €380,000, Tue Aug 20 2024; Sale Agreed, €320,000, Fri May 10 2024; Created, €320,000, Mon Feb 12 2024",https://mynest.ie/listing/115669/Dublin/4-windermere-gilford-road-sandymount-dublin-4-d04yd50,"4 Windermere, Gilford Road, Sandymount, Dublin 4",Sold,,,41,,,,53.3289057,-6.2125227,0,m²,,,,,https://www.myhome.ie/residential/brochure/4-windermere-gilford-road-sandymount-dublin-4/4772491
"23 The Green, Pheasant Run, Clonee, Dublin 15, D15E3W4","€405,000",3 Bed,3 Bath,Semi-D,C3,D15 E3W4,€405,French Estates,Nessa Ledwith,"Sold, €446,000, Tue Aug 20 2024; Sale Agreed, €405,000, Thu May 16 2024; Created, €405,000, Tue Apr 09 2024",https://mynest.ie/listing/124138/Dublin/23-the-green-pheasant-run-clonee-dublin-15-d15e3w4,,,,,,,,,53.40439019999999,-6.4178434,,,,,,,https://www.myhome.ie/residential/brochure/23-the-green-pheasant-run-clonee-dublin-15/4784488
"Millmount Terrace, Windy Arbour, Dundrum Road, Dublin 14","€870,000",3 bed,--,Houses,A2,D14 P9W9,€855,J. P. & M. Doyle - Terenure,J.P. & M Doyle Terenure,"Sold, €682,820, Tue Aug 20 2024; Unlisted, €870,000, Tue Oct 03 2023; Relisted, €870,000, Sat May 27 2023; Unlisted, €870,000, Fri May 26 2023; Created, €870,000, Wed Apr 26 2023",https://mynest.ie/listing/70812/Dublin/millmount-terrace-windy-arbour-dundrum-road-dublin-14,"21 Millmount Terrace, Dundrum Road, Dundrum, Dublin 14",Sold,3 beds,3 baths,138,,,,53.3015487,-6.2455349,0,m²,,,,,https://www.myhome.ie/residential/brochure/21-millmount-terrace-dundrum-road-dundrum-dublin-14/4749734
"21 Millmount Terrace, Dundrum, Dublin 14","€785,000",3 Bed,3 Bath,Terrace,A2,D14 P9W9,€765,Sherry FitzGerald Dundrum,Hilary Foley,"Sold, €682,820, Tue Aug 20 2024; Unlisted, €785,000, Fri Feb 02 2024; Created, €785,000, Wed Oct 18 2023",https://mynest.ie/listing/101494/Dublin/21-millmount-terrace-dundrum-dublin-14,"21 Millmount Terrace, Dundrum Road, Dundrum, Dublin 14",Sold,3 beds,3 baths,138,,,,53.3056345,-6.2458529,0,m²,,,,,https://www.myhome.ie/residential/brochure/21-millmount-terrace-dundrum-road-dundrum-dublin-14/4749734
"1 Laurel Road, Dundrum, Churchtown, Dublin 14","€750,000",4 Bed,2 Bath,Semi-D,E1,D14 DX40,€765,Beirne & Wise Estate Agents,Joe Beirne MSCSI MRICS,"Sold, €725,000, Tue Aug 20 2024; Sale Agreed, €750,000, Thu Jul 27 2023; Created, €750,000, Mon Jun 26 2023",https://mynest.ie/listing/81927/Dublin/1-laurel-road-dundrum-churchtown-dublin-14,"1 Laurel Road, Churchtown, Dublin 14",Sale Agreed,4 beds,2 baths,132,,,,53.2887204,-6.2531041,0,m²,,,,,https://www.myhome.ie/residential/brochure/1-laurel-road-churchtown-dublin-14/4713525
"35 Forest Close, Kingswood Heights, Kingswood, Dublin 24, D24Y91W","€399,950",3 Bed,2 Bath,Semi-D,C2,D24 Y91W,€405,David Ross Estate Agents,David Scally,"Sold, €472,500, Mon Aug 19 2024; Unlisted, €399,950, Wed May 22 2024; Created, €399,950, Wed Feb 21 2024",https://mynest.ie/listing/117028/Dublin/35-forest-close-kingswood-heights-kingswood-dublin-24-d24y91w,"35 Forest Close, Kingswood, Dublin 24",Sold,3 beds,2 baths,,,,,53.3081383,-6.360838999999999,0,,,,,,https://www.myhome.ie/residential/brochure/35-forest-close-kingswood-dublin-24/4721431
"5 Ballyneety Road, Ballyfermot, Dublin 10, D10DA36","€245,000",2 Bed,2 Bath,End of Terrace,G,D10 DA36,€225,Brock DeLappe,Brock DeLappe Reception,"Sold, €306,000, Fri Aug 16 2024; Sale Agreed, €245,000, Fri Apr 26 2024; Created, €245,000, Fri Mar 29 2024",https://mynest.ie/listing/122850/Dublin/5-ballyneety-road-ballyfermot-dublin-10-d10da36,"5 Ballyneety Road, Ballyfermot, Dublin 10",Sold,2 beds,2 baths,58,,,,53.3408338,-6.333295499999999,0,m²,,,,,https://www.myhome.ie/residential/brochure/5-ballyneety-road-ballyfermot-dublin-10/4782713
"3 Carrigmore Way, Saggart, Co. Dublin, D24HY00","€315,000",3 Bed,3 Bath,Duplex,C1,D24 HY00,€315,Team Lorraine Mulligan RE/MAX Results,Lorraine Mulligan,"Sold, €370,000, Fri Aug 16 2024; Sale Agreed, €315,000, Fri May 10 2024; Created, €315,000, Thu Apr 11 2024",https://mynest.ie/listing/124549/Dublin/3-carrigmore-way-saggart-co-dublin-d24hy00,,,,,,,,,53.2825593,-6.425687900000001,,,,,,,https://www.myhome.ie/residential/brochure/3-carrigmore-way-saggart-county-dublin/4785063
"Apartment 35, College View, Ballymun, Dublin 11, D11AD71","€235,000",2 Bed,2 Bath,Apartment,D1,D11 AD71,€225,Leonard Wilson Keenan Estates & Letting Agents,Patrick Leonard,"Sold, €235,000, Thu Aug 15 2024; Sale Agreed, €235,000, Tue May 28 2024; Created, €235,000, Thu Apr 11 2024",https://mynest.ie/listing/124593/Dublin/apartment-35-college-view-ballymun-dublin-11-d11ad71,"Apartment 10, COLLEGE VIEW, Ballymun, Dublin 11",Sale Agreed,2 beds,2 baths,61,,,,53.3952487,-6.26596,0,m²,,,,,https://www.myhome.ie/residential/brochure/apartment-10-college-view-ballymun-dublin-11/4782393
